Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"My Deer Friend","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331888","58fKL0WDHZ8WFKhzDbbEKb"
"Subway","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331884","5o8b2YEYmqaSCVxmGTrA5O"
"Stay Alive","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331879","7Gop5LAdLAAz2RbhhMiOJr"
"Don't Stop Kid","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331878","3MwoM2a4H01dy6Lli4y7Cm"
"I Know Nothing","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331872","5Fdq1JVVbE54FDSEVkw2hG"
"Certainly Potato","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331867","3ljmSN0lY0BN6qlfY8Iylc"
"Life Is Simple","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331864","2DxN3Z2vL3IIDFOnUI3qhz"
"What If You Fly","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331861","08fp9ZFyiRHfqmPnO91MAx"
"Language","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331858","0bmrtuTwUnBDzuehOQFlWf"
"Eugenesagaz Lo-Fi Theme","zloi shaman","My Deer Lofi","Favorite Songs","Favorite","TCAHC2331850","6LoqyppZi9SxPyncK9WLpE"
"Disco! in the Panic Room","Bug Hunter","The Rough Draft","Favorite Songs","Favorite","QM9AA1854925","3gvusUWj94UpHw0Iv1RWhx"
"Выхода нет","Splean","Гранатовый альбом","Favorite Songs","Favorite","FR10S1838004","5eGeIWhWdLFlbCiuROoFwD"
"Everybody Loves Me","OneRepublic","Waking Up","Favorite Songs","Favorite","USUM70974275","0Q0Vl9fKJF5MDxfVKbD78e"
"Turn the Lights Off","Tally Hall","Good & Evil","Favorite Songs","Favorite","TCAAX1184873","3xpdefOloYCBXd3UR6MVyM"
"Bad Citizen","Hey Geronimo","Content","Favorite Songs","Favorite","AUCZC1700017","5aobHzcwDnh889XNLkXajw"
"Run You","The Qemists","Warrior Sound","Favorite Songs","Favorite","UK9M31500210","1GVA3pLyw3CuOBDuFO5YNI"
"Springwut","Bakkushan","Bakkushan","Favorite Songs","Favorite","DEC610900504","1s6idN6rcLy6BfP4XJE0xS"
"Baby, du siehst gut aus!","Bakkushan","Bakkushan","Favorite Songs","Favorite","DEC610900262","7Az9v6T4z9sbBxdHvkRHjT"
"Jungen Mädchen","Hund am Strand","Adieu Sweet Bahnhof","Favorite Songs","Favorite","DEAL30500072","3nxgkJgilv48kDJ2PwYoFq"
"You're Going Down","SICK PUPPIES","Tri-Polar (International Version)","Favorite Songs","Favorite","USVI20900226","5FQXMRDSTkn9fowDJ3kZo8"
"Brighter Than the Sun","Brick + Mortar","Dropped","Favorite Songs","Favorite","USZZ41500307","0ikbufjXAgnd0OdhCjEBB3"
"Thick as a Brick (Pt. I) - 1997 Remaster","Jethro Tull","Thick as a Brick","Favorite Songs","Favorite","GBAYK9700043","0eufeeCADKlpxLA7HATWBW"
"Das Sägewerk Bad Segeberg","Wise Guys","Achterbahn (Deluxe Version)","Favorite Songs","Favorite","DEUM71402578","5U9yw3xzML12rAdGjIABsJ"
"Omen","The Prodigy","Invaders Must Die","Favorite Songs","Favorite","GBCEJ0800392","144adL7pGHEWRwute2wxzZ"
"Down At McDonaldz","Electric Six","I Shall Exterminate Everything Around Me That Restricts Me From Being The Master","Favorite Songs","Favorite","US57M0750802","2zE8kjcxY7rtbouWikyV86"
"Why Still Bother","ITCHY","Lights out London","Favorite Songs","Favorite","DEZ651030638","5v8NOFjQCxBxpCNlul11Mg"
"Geboren um zu leben","Unheilig","Best Of Vol. 2 - Rares Gold (Deluxe Version)","Favorite Songs","Favorite","DEUM70906014","7LOxJxYcrPfTrc9OhVAnF0"
"Looking Like This","Lyre Le Temps","Outside the Box","Favorite Songs","Favorite","FR6V82010668","4prKnlKzzw1O8KoxjqExdR"
"Snow (Hey Oh)","Red Hot Chili Peppers","Stadium Arcadium","Favorite Songs","Favorite","USWB10601591","2aibwv5hGXSgw7Yru8IYTO"
"Polska","Alan Aztec","Polska","Favorite Songs","Favorite","QZHN72001839","6J58GZ3eY2Bekv0EgyjzNF"
"ZITTI E BUONI","Måneskin","Teatro d'ira - Vol. I","Favorite Songs","Favorite","ITB002100112","776AftMmFFAWUIEAb3lHhw"
"Let The Bad Times Roll","The Offspring","Let The Bad Times Roll (Deluxe Edition)","Favorite Songs","Favorite","USC4R2007925","0O2UONKvVfdwDyefKh5Yo1"
"THE BADDEST","K/DA","THE BADDEST","Favorite Songs","Favorite","QZH6S1900262","2V4Fx72svQRxrFvNT1eq5f"
"Take Me Home, Country Roads - Original Version","John Denver","Poems, Prayers and Promises","Favorite Songs","Favorite","USRC11100481","1YYhDizHx7PnDhAhko6cDS"
"ДЕВОЧКА С КАРЕ (Piano)","MUKKA","ДЕВОЧКА С КАРЕ","Favorite Songs","Favorite","FR10S1960954","0xBXK2pqgXR7osoPKwHira"
"Never Gonna Give You Up","Rick Astley","Whenever You Need Somebody","Favorite Songs","Favorite","GBARL9300135","4PTG3Z6ehGkBFwjybzWkR8"
"AntIPositive","Little Big","Antipositive, Pt. 1","Favorite Songs","Favorite","FR2X41851401","1gairxYxOwwQw5E3MLHYCK"
"Все идет по плану","Grazhdanskaya Oborona","Русский прорыв в Ленинграде","Favorite Songs","Favorite","US6R21349122","7w2gxR3CgbXPVyvQFhJDZf"
"My Heart Is on Fire","One Fine Day","The Element Rebellion","Favorite Songs","Favorite","DEEK21000297","7IDoxdASgrwumbCuX8E58s"
"Моя оборона","Grazhdanskaya Oborona","Здорово и вечно","Favorite Songs","Favorite","FR10S1857096","1LALuJATdVqgCZIBSM2J2W"
"Tick Tick Boom - Single Version","The Hives","Tick Tick Boom","Favorite Songs","Favorite","GBUM70708707","6MKdNVgDKG5pNT3zBZ7mZL"
"Life Goes On","Oliver Tree","Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)","Favorite Songs","Favorite","USAT22007153","0eu4C55hL6x29mmeAjytzC"
"Nightmare","Set It Off","Cinematics (Deluxe)","Favorite Songs","Favorite","US3X51222502","2FxfCsAdtZDqoqjWqiib5X"
"Polewaj","Alan Aztec","Polewaj","Favorite Songs","Favorite","QZNWV2087379","5oEZZ6vHo2PpDc9GITamT9"
"Ayleeyuns","Scratch21","Ayleeyuns","Favorite Songs","Favorite","TCAEL1920198","13oIzlPIENDOkJaFU7H7Bx"
"Mr. Brightside","The Killers","Hot Fuss","Favorite Songs","Favorite","USIR20400274","003vvx7Niy0yvhvHt4a68B"
"Капитал","Lyapis Trubetskoy","Капитал","Favorite Songs","Favorite","SMRUS0021851","59lbVdabKf6dovhIecVeAP"
"Brittle Bones Nicky","Rare Americans","Brittle Bones Nicky","Favorite Songs","Favorite","CAGXI1900033","0Pne7iPkdfhZFh45nhBhHz"
"Hallo","Heisskalt","Mit Liebe Gebraut","Favorite Songs","Favorite","DEW921200203","3ASpgtWwYQUhrg4D2RAQEH"
"ROADS UNTRAVELED","Linkin Park","LIVING THINGS","Favorite Songs","Favorite","USWB11200797","1dYw8HTRJnFpeEeMtXj99a"
"Lemon Tree","Fools Garden","Dish of the Day","Favorite Songs","Favorite","DEAF70927221","2epbL7s3RFV81K5UhTgZje"
"Cats, Dogs & Rats","Rare Americans","Rare Americans","Favorite Songs","Favorite","CAGXI1800001","6EZ6TJegdJy1ghJBCfuopG"
"Black Sheep - Brie Larson Vocal Version","Metric","Black Sheep (Brie Larson Vocal Version)","Favorite Songs","Favorite","USA172092020","60TThBDrPpek5k520l0W0L"
"Притоптать","Neuromonakh Feofan","Притоптать","Favorite Songs","Favorite","TCACG1549080","237aae2ny7EG1eP2BJHeCM"
"Without You","Harry Nilsson","Nilsson Schmilsson","Favorite Songs","Favorite","USRC17101019","6MrILERJLA3Jcq0E9poZsp"
"7000000000","ЖЩ","Обратно","Favorite Songs","Favorite","TCADC1721013","65UuCslAtPAZ91d5w6Wb65"
"Psycho","Muse","Drones","Favorite Songs","Favorite","GBAHT1500068","383QXk8nb2YrARMUwDdjQS"
"Du hast","Rammstein","Sehnsucht","Favorite Songs","Favorite","DED579704010","5awDvzxWfd53SSrsRZ8pXO"
"I Love/Hate Myself","hahapoison","I Love/Hate Myself","Favorite Songs","Favorite","QZFYX2069197","6rYvJfCYM2crNXlrtJPWJ3"
"Хару мамбуру","Nogu Svelo!","Сибирская любовь","Favorite Songs","Favorite","QMBZ91333975","1VDxsFbWIVkAuv9NToHpOi"
"Hell Yeah!","zebrahead","Phoenix","Favorite Songs","Favorite","USERP0800083","28q2v77HT5TrNO4Spm4AYk"
"Pet Sematary","Ramones","Brain Drain","Favorite Songs","Favorite","GBAYK8900066","07b5vArZtW08PuEqCw61Ei"
"No Rules","The Hatters","Три внутри","Favorite Songs","Favorite","FR96X1892093","0Axyu4TO4vrPEJI6Hi7NhW"
"Invincible","OK Go","Oh No","Favorite Songs","Favorite","USCA20500268","5YCXQINNQyP4dPmQdUz5ER"
"Drunk Arcade - NGD Project Remix","Bombs Away","Fragments, Pt. 2 (B Sides and Remixes)","Favorite Songs","Favorite","AUCN31710592","703BM4zy3a0AgAluYPRJlT"
"Zombie","The Cranberries","No Need To Argue (The Complete Sessions 1994-1995)","Favorite Songs","Favorite","USIR29400443","7EZC6E7UjZe63f1jRmkWxt"
"Time in a Bottle","Jim Croce","Photographs & Memories: His Greatest Hits","Favorite Songs","Favorite","USRHD0804163","20A2Xe76p9wxUFLbbzZjTM"
"Cry (feat. Grimes)","Ashnikko","Cry (feat. Grimes)","Favorite Songs","Favorite","GBAYE2000452","0w1Wd17IygSVDMOZtKm4hi"
"Knights of Cydonia","Muse","Black Holes and Revelations","Favorite Songs","Favorite","GBAHT0500600","7ouMYWpwJ422jRcDASZB7P"
"Deep Scars","3D Stas","Eleven (Deluxe Edition)","Favorite Songs","Favorite","QM5LC1900055","3CmrB7T7Lc9crsdvS8q19s"
"Present Past Future","Beware Of Darkness","Sanctuary Season","Favorite Songs","Favorite","USN2F0810534","3Fl7jvHL3CJWziAE2gg20u"
"В темноте","Ногу Свело!","В темноте","Favorite Songs","Favorite","QMBZ91334023","1CdKurtH0AmW2F1Wb4tJDQ"
"It's My Life","Bon Jovi","Crush","Favorite Songs","Favorite","USIR20000145","0v1XpBHnsbkCn7iJ9Ucr1l"
"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic","Bad Hair Day","Favorite Songs","Favorite","USVR10300129","5r96TaQquRrlo3Ym3ZlSL2"
"Butterflies","Scratch21","Scratch21","Favorite Songs","Favorite","TCACC1489476","0TEqbmwV0wkABHv4FPUQti"
"Creepin Up The Backstairs","The Fratellis","The Magicians","Favorite Songs","Favorite","GBUM70603125","6L7UOURUwqONYDeYUCSgtz"
"Young And Menace","Fall Out Boy","MANIA","Favorite Songs","Favorite","USUM71703363","6XEPmHllDGDaO4w84Xjtgi"
"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off","Panic! At The Disco","A Fever You Can't Sweat Out","Favorite Songs","Favorite","US56V0507707","0MSC5BYWcNhcBNNYORXZyj"
"Party in My Head","PAIN","Party in My Head","Favorite Songs","Favorite","DED832100159","0iqJIE15UsLphh2BdZ3aoh"
"HandClap","Fitz and The Tantrums","Fitz and The Tantrums","Favorite Songs","Favorite","USAT21600408","7j56HrjR9cGzvekvZY3Faz"
"Arabella","Arctic Monkeys","AM","Favorite Songs","Favorite","GBCEL1300365","7nzsY8vlnKdvGOEE0rjAXZ"
"I’m So Sorry","Imagine Dragons","Smoke + Mirrors (Deluxe)","Favorite Songs","Favorite","USUM71417931","7oTQ4d0UJeH8LOyvpfd5uW"
"Sirenen","Madsen","Kompass","Favorite Songs","Favorite","DEQ321500213","6XuWU4lIzo6CiKtPhU7x21"
"Heart-Shaped Box","Nirvana","In Utero (Deluxe Edition)","Favorite Songs","Favorite","USGF19960703","11LmqTE2naFULdEP94AUBa"
"Sky Is Over","Serj Tankian","Elect the Dead (Deluxe)","Favorite Songs","Favorite","USRE10701794","57ix4MyB3C1vnu8yGjENgV"
"Ghost - Live","Skip the Use","Little Armageddon Tour (Live)","Favorite Songs","Favorite","FRUM71403123","6XCHDTWO1XpoZP4r4XY45A"
"Absinthe","I DONT KNOW HOW BUT THEY FOUND ME","1981 Extended Play","Favorite Songs","Favorite","US5261823017","4hs2FbesB8qo6H5Berbikd"
"Flugblätter","Lazy Lizzard Gang","Flugblätter","Favorite Songs","Favorite","FR26V2032527","0B9ap7C3Lk0RGQotaPR2th"
"Nur Die Nacht","Bakkushan","Kopf Im Sturm","Favorite Songs","Favorite","DEC611200203","0Ghm6kpXngiQoUf0uRigPh"
"La déclaration","Debout Sur Le Zinc","Les promesses","Favorite Songs","Favorite","FR4R60500080","2FjRMq1w9EEhelyBtTjCE8"
"Сказочная тайга","Agatha Christie","Опиум","Favorite Songs","Favorite","RUB421201405","6HkgazLHTC6HK3H9dW5Cig"
"Sloppy Seconds","Watsky","Cardboard Castles","Favorite Songs","Favorite","USJPQ1300011","6ekWVvw642aQsT3AfnCiTz"
"BURN IT DOWN","Linkin Park","LIVING THINGS","Favorite Songs","Favorite","USWB11200587","7oVEtyuv9NBmnytsCIsY5I"
"Witness","Mindless Self Indulgence","How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence","Favorite Songs","Favorite","US57M1386901","5KbPCz5BwuHVVeEFjaSENq"
"Spiderhead","Cage The Elephant","Melophobia","Favorite Songs","Favorite","USRC11301161","5r5Lj2MkgwQJz6TaBdL865"
"We Don't Have To Dance","Andy Black","The Shadow Side","Favorite Songs","Favorite","USUM71602135","13b32GfUIo3BV93C8KtEdj"
"Toi Et Moi","Paradis","Recto Verso","Favorite Songs","Favorite","FRUM71600073","3AVyKOmMgvRjsC576xWw78"
"Supermassive Black Hole - Phones Control Voltage Remix; 7"" Edit","Muse","Starlight","Favorite Songs","Favorite","GBAHT0600650","0QcBiMDLm9EHMmpGYDPSDE"
"The Three of Us","Streetlight Manifesto","The Hands That Thieve","Favorite Songs","Favorite","TCADB1720468","2xrRBqEanoBaA0tOgYy18V"
"Memento Mori: the most important thing in the world","Will Wood","The Normal Album","Favorite Songs","Favorite","QZKWA2004473","0jAxjTvpUG0qDKLebRUuLL"
"Heavydirtysoul","Twenty One Pilots","Blurryface","Favorite Songs","Favorite","USAT21500596","7i9763l5SSfOnqZ35VOcfy"
"Mamona","Republika","Masakra","Favorite Songs","Favorite","PLA559800388","7qboThq6AiQBDDq2wCj578"
"Орбит без сахара","Splean","Гранатовый альбом","Favorite Songs","Favorite","FR10S1837998","0pe5DxAMLO9OnD9bUGzZx4"
"The Pretender","Infected Mushroom","Army of Mushrooms","Favorite Songs","Favorite","USQY51278628","4Q4V4NP8bvvJFBGFO3I9pM"
"What I've Done","Linkin Park","Minutes to Midnight","Favorite Songs","Favorite","USWB10700721","18lR4BzEs7e3qzc0KVkTpU"
"Everywhere I Go","Hollywood Undead","Swan Songs","Favorite Songs","Favorite","USUM70825240","1czaCgWLWgqp0eRIZ0BcXh"
"Fenster","Kraftklub","Keine Nacht für Niemand","Favorite Songs","Favorite","DEUM71702382","1dXhg2PtZq7DsSfcqyVYtD"
"Black Hole Sun","Soundgarden","Superunknown (Deluxe Edition)","Favorite Songs","Favorite","USAM19400007","2EoOZnxNgtmZaD8uUmz2nD"
"Do What You Want","OK Go","Oh No","Favorite Songs","Favorite","USCA20500269","0vDbPNJToCssVuKVaRXz6o"
"Sex Ball","Shaka Ponk","The Geeks and the Jerkin' Socks","Favorite Songs","Favorite","FR79W1100580","6oqBDVE8WFJMpUTMawD7ua"
"I'm Picky","Shaka Ponk","The Geeks and the Jerkin' Socks","Favorite Songs","Favorite","FR79W1100550","4LIN465EXxcZwgGsQsG0TC"
"Train","Brick + Mortar","Dropped","Favorite Songs","Favorite","USZZ41500301","5fAeD0Y8eG2EWN2e5ZRpxa"
"Schrei nach Liebe","Die Toten Hosen","""Ballast der Republik"" plus Jubiläums-Album ""Die Geister, die wir riefen""","Favorite Songs","Favorite","DEF241230031","4vxpEZ3pbxG8x6DffGbDar"
"Getting Along","Royal Republic","Weekend Man","Favorite Songs","Favorite","DEUM71503581","1Ly7xppUgLEZ4iwxRAR9Sf"
"Take on Me","a-ha","Hunting High and Low","Favorite Songs","Favorite","USWB19901214","2WfaOiMkCvy7F5fcp2zZ8L"
"Кошка Тамаки","Pain","Кошка Тамаки","Favorite Songs","Favorite","RUA1H2212315","6QT5ia8XpnmGBkghLsSWQa"
"Invaders Must Die","The Prodigy","Invaders Must Die","Favorite Songs","Favorite","GBCEJ0800386","1j6lrR4BzRGKwvAPfrIcbf"
"Машем хуями в алкогольной яме","Пневмослон","Уже пять минут как весело","Favorite Songs","Favorite","TCADI1752630","46YeuQGNCArus0paKWFLVi"
"Get Over It","OK Go","OK Go","Favorite Songs","Favorite","USCA20200299","0SLOiJClXkAZluClYpke95"
"Dirty","grandson","Death Of An Optimist","Favorite Songs","Favorite","USAT22003151","3pShTDa5E1bPBkrc1mxxGY"
"Idontgivea***K","Rabbit Junk","Pop That Pretty Thirty","Favorite Songs","Favorite","TCABZ1459704","0P6soDF1syQ592sUCseXHe"
"Stop the Bot","Shaka Ponk","Bad Porn Movie Trax","Favorite Songs","Favorite","FR79W1000110","4RT5jAYY7sdsmmRAMkHvA2"
"I'm Alive","Disturbed","Ten Thousand Fists","Favorite Songs","Favorite","USRE10501016","1gFrm3uL7UAtmjaPspYedU"
"Pure 90 (Rapping Queen)","Shaka Ponk","Apelogies","Favorite Songs","Favorite","FR79W2000320","24ZEVCdOTKgdcM41B598NM"
"Stop the Rock","Apollo 440","Gettin' High On Your Own Supply","Favorite Songs","Favorite","GBBBM9902102","37jrubWAb4F9TY2GgSRG56"
"Я буду твоим солнцем","Мёртвые Осы","Vol. 1","Favorite Songs","Favorite","AEA0D1802487","39YJ8firNxjnsCqlY28Z5h"
"Hatef--k","The Bravery","Stir The Blood","Favorite Songs","Favorite","USUM70901987","3hNfsR5FLiX6NzyqZVncQi"
"Deine Schuld","Goitzsche Front","Deines Glückes Schmied","Favorite Songs","Favorite","DEZ901700744","3Gl9mtSjp2HfCnvrX2p6qU"
"Chelsea Dagger","The Fratellis","Chelsea Dagger (Radio Edit)","Favorite Songs","Favorite","GBUM70601922","52fnLN02thRhTnbzVZzdqq"
"Come with Me Now","KONGOS","Lunatic","Favorite Songs","Favorite","USY741100002","2kWowW0k4oFymhkr7LmvzO"
"One World","Alan Aztec","One World","Favorite Songs","Favorite","QZDA82263039","4ct5HbpmUdjoSpE5f8p6dk"
"Я так соскучился","Pornofilmy","В диапазоне между отчаянием и надеждой","Favorite Songs","Favorite","SMRUS0050572","6OMBhRhwg6cnWR9ghrTubA"
"Panic Attack","Nicky Blitz","Panic Attack","Favorite Songs","Favorite","USAT22002651","3ZVHhxIDqoqj4oREwm2pqN"
"My Friend John","The Fratellis","Here We Stand (other BPs international)","Favorite Songs","Favorite","GBUM70805816","14UCEsT0Ix675k74nVkTjP"
"Не беда","Kukryniksy","Кукрыниксы","Favorite Songs","Favorite","SMRUS0028151","3FoT8xP4oL7VeNXTbR8ZS1"
"Как на войне","Agatha Christie","Избранное","Favorite Songs","Favorite","RUB421201380","5gJu90j88jM9QhY10el7Bm"
"Трасса Е-95","Alisa","Дурень","Favorite Songs","Favorite","QMPU51225684","0TE6V8z9NJ941qKNxCreFK"
"A Good Song Never Dies","Saint Motel","The Original Motion Picture Soundtrack","Favorite Songs","Favorite","USAT22000985","5K43AHQPTJTqlyRZ3uBGKz"
"Christ","Ashbury Heights","Three Cheers for the Newlydeads","Favorite Songs","Favorite","DEBZ70700305","1bsl1bsMi8bqQC4sJfS1pt"
"Человек и кошка","Nol","Песня о безответной любви к родине","Favorite Songs","Favorite","RUB421304824","5l7TSUNrjx52jOctJe7oVf"
"Problems","Weathers","Problems","Favorite Songs","Favorite","USRC11801064","2GxzBF4jpZRYDzJO6A32d6"
"Медведица","Mumiy Troll","Best 20-20","Favorite Songs","Favorite","RUA582001710","2LPaDUpex1e20vtJWDSVnu"
"Владивосток 2000","Mumiy Troll","Best 20-20","Favorite Songs","Favorite","RUA582001707","6aUn5bk8nFvwAz5dVwtpjN"
"Spider Girl","Shadrow","Fiber-Optic Radio","Favorite Songs","Favorite","QMPKX1758697","77Fi1TxILzooLHOnpO15ET"
"Кто Вы?","Александр Пушной","Недошуток","Favorite Songs","Favorite","RUB311501110","4HHHWKPAYybEY3LXytqa7b"
"Надежда","Kukryniksy","Артист","Favorite Songs","Favorite","SMRUS0027532","696lHg0UjiAr7E9GLrUFEX"
"Mad World","Tears For Fears","The Hurting","Favorite Songs","Favorite","GBF088200040","0Qv7xi6uPSqH2k82tOkGSt"
"The One","Rea Garvey","Hy Brasil","Favorite Songs","Favorite","DEUM72005099","6j0l7Hjt6qeDCQnYBZuJXY"
"Snowflake","Malachai","Ugly Side Of Love","Favorite Songs","Favorite","GBCEL0900463","0YLLPZrkAg02HUhyhHwMrx"
"Bohemian Like You","The Dandy Warhols","Thirteen Tales From Urban Bohemia","Favorite Songs","Favorite","USCA20000241","3APHT3KjbHi9OllkVQsuXF"
"I Wanna Be Your Dog","The Stooges","The Stooges","Favorite Songs","Favorite","USEE10000948","672N8DGGTOLCOgWe0koX5g"
"Soviet Suprem Party","Soviet Suprem","L'Internationale","Favorite Songs","Favorite","FR6F31405150","7uJ0Nzghx3EbwxkQGE3vnZ"
"Скованные одной цепью","Nautilus Pompilius","Золотой век","Favorite Songs","Favorite","RUB421200529","74H48CefGau982oooZNH17"
"Dead Moon","Brick + Mortar","Dead Moon","Favorite Songs","Favorite","TCACN1677449","1aHGCG1ach7jIULaWp8bqA"
"Thief","The Fratellis","Eyes Wide, Tongue Tied","Favorite Songs","Favorite","GBCEJ1600059","2K8jzadqcCkshEFeeoxDw2"
"Toxic","A Static Lullaby","Rattlesnake!","Favorite Songs","Favorite","US5260811411","34ccBqL3xNaCzPxr0UqoEw"
"Hysteria","Muse","Absolution","Favorite Songs","Favorite","GBAHT1901186","0knbMPVHpFbsx38pLoYSRs"
"Всё это Rock-N-Roll","Alisa","Пляс Сибири на берегах Невы (Live)","Favorite Songs","Favorite","QMFMF2041796","6tatgoIUgIIistRShKQG5l"
"Caught by My Shadow","Albert Hammond Jr","Momentary Masters","Favorite Songs","Favorite","USVR91535303","1W2ViUGBEyp02hg2p45mzL"
"Run Run Run","Shaka Ponk","The Geeks and the Jerkin' Socks","Favorite Songs","Favorite","FR79W1100610","3iVoFLynWCj32emgqrAPSo"
"Henrietta","The Fratellis","The Flathead EP (e-Release)","Favorite Songs","Favorite","GBUM70601574","3PKrVeWNVDUTjOx344XBVv"
"Heart of a Dancer","The Happy Fits","Concentrate","Favorite Songs","Favorite","GBMJG1808929","6LREFtAefeqdTNdBAdmd99"
"Never Miss A Beat","Kaiser Chiefs","Off With Their Heads","Favorite Songs","Favorite","GBDVX0800077","0bXhjlgUddDlJzHOeVM4Tq"
"Прорубь","Loqiemean","Черная метка","Favorite Songs","Favorite","QMBZ92094041","5V1yFtT4ReyOupoHvykaBd"
"The Man Who Sold The World - Live","Nirvana","MTV Unplugged In New York","Favorite Songs","Favorite","USGF19972704","15VRO9CQwMpbqUYA7e6Hwg"
"","","","Favorite Songs","Favorite","","3GLjS8zmTXjf3hpfAyqMdV"
"Наши юные смешные голоса","Ногу Свело!","В темноте","Favorite Songs","Favorite","QMBZ91334029","0jLyCYh76g9DRnZyh7XwDJ"
"Гагарин, я вас любила","Undervud","Все пройдет, милая","Favorite Songs","Favorite","RUB731417384","4tv6H52e3HXQqTCiSuL45f"
"Send Me A Postcard","Shocking Blue","Scorpio's Dance","Favorite Songs","Favorite","NLC286800002","6EXOSA4BWBM1AUsXxKwYDT"
"Figure It Out","Royal Blood","Royal Blood","Favorite Songs","Favorite","GBAHT1400222","3MjrueDQKVr6xDDseZwhEd"
"Mr. Doctor Man","Palaye Royale","Boom Boom Room (Side A)","Favorite Songs","Favorite","USYFZ1667004","0vI2m662QiemSccfCoN9gR"
"Egg","Shoe","Egg","Favorite Songs","Favorite","AURV30900006","1XghUZVP5lD9r11zSq6hdW"
"Alien","Airways","Alien","Favorite Songs","Favorite","QM6N21800420","1x55eYF0ijBESbBCOtlqtx"
"Thank God I'm Not You","HIMALAYAS","Thank God I'm Not You","Favorite Songs","Favorite","USCGJ1798848","65cQN8pUC0dkKryUhEqJPh"
"City","The Medics","Dance Into the Dark","Favorite Songs","Favorite","NLD321100285","1CftYKJhhCaWYLW6aMKe3d"
"Plamy na słońcu","Kazik Na Żywo","Bar la curva / Plamy na słońcu","Favorite Songs","Favorite","PLE781100018","6anzkOLFtx0yJ05kGOYLoN"
"The Drug In Me Is You","Falling In Reverse","The Drug In Me Is You","Favorite Songs","Favorite","USEP41118003","1mB7dCUM7sPyNab6R43nlj"
"Genius","Written by Wolves","Genius","Favorite Songs","Favorite","TCACS1699710","0QZPWvrAR4mDtDcLBu1Krv"
"Don't Stop the Devil","Dead Posey","Freak Show - EP","Favorite Songs","Favorite","USQY51747081","5l7vWgnWtg7RmtrafJGBTQ"
"Lonely","Palaye Royale","The Bastards","Favorite Songs","Favorite","USYFZ2031305","4jXbcY2ulVT7MOPdN8nR50"
"No Love In LA","Palaye Royale","No Love In LA / Punching Bag","Favorite Songs","Favorite","USYFZ2158201","3umZJ14AG4lctE7Dj7xEVn"
"Marshi I Uck","arif vladi","Jam Kosova E Shqiptaris","Favorite Songs","Favorite","TCAHW2431465","4eKDbUp1KnEdjqbBuTq7Iq"
"Panteri Mauzer","Roki Vulovic","Koktel Srpskih Pesama 2","Favorite Songs","Favorite","BAA052232539","0cbdZ3vxouh4WQbXB6Z1a2"
"Mad World","Palaye Royale","Mad World","Favorite Songs","Favorite","USYFZ2038501","5LVUEkOEf54bCxaDGiDAoR"
"Pull Your Circuit Breaker","Patient Zero","Curse and Regret","Favorite Songs","Favorite","ushm81202910","6CmXIB61W9IGdBgGbAD0pC"
"So Serious","The Survival Code","So Serious","Favorite Songs","Favorite","UKL8L1801024","2NV57cOuDcNF7wkUHv90Vc"
"Summer Nights","SIAMES","HOME","Favorite Songs","Favorite","TCAEK1999297","6zRBNkFmcNLgb3mOLmUK8i"
"Bad Apple!!","RichaadEB","Bullet Hell","Favorite Songs","Favorite","QZAPG1812355","3urItfkvXw8tPjwNs2lXdd"
"Sometimes","Nick Lutsko","Swords","Favorite Songs","Favorite","ushm81947331","6oLgJATx3ECZ7Pcghmz38L"
"Come To Daddy - Pappy Mix","Aphex Twin","Come To Daddy","Favorite Songs","Favorite","GBBPW9700076","5H6cQ9QrYP23R6PALr1KCc"
"Camel By Camel - Metal Version","Little V.","Camel By Camel (Metal Version)","Favorite Songs","Favorite","QZMER2126582","2WpNk4dhY0yZDF96BeFKCI"
"Scotty Doesn't Know","Lustra","Left for Dead","Favorite Songs","Favorite","uscgj0612390","1LkoYGxmYpO6QSEvY5C0Zl"
"U Got That","Halogen","U Got That","Favorite Songs","Favorite","GBSMU3984835","4RiAKw0In5ddPdWlD2SoUd"
"The Wolf","SIAMES","BOUNCE INTO THE MUSIC","Favorite Songs","Favorite","ARBAA1600002","1ZreCbCSHpRcvqYpXlxnYC"
"Chop Suey!","System Of A Down","Toxicity","Favorite Songs","Favorite","USSM10107256","2DlHlPMa4M17kufBvI2lEN"
"Toxicity","System Of A Down","Toxicity","Favorite Songs","Favorite","USSM10107262","0snQkGI5qnAmohLE7jTsTn"
